Code,Name,LegalName,Addreess,Telephone
30894951,"ТОВ ТРК""НАДІЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ""НАДІЯ""","64102, Харківська обл., місто Первомайський, ПРОСПЕКТ ПЕРЕМОГИ, будинок 2",+380574833590
02476576,"КП ""ВІСТІ ДЕРГАЧІВЩИНИ"" ДРР","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ВІСТІ ДЕРГАЧІВЩИНИ"" ДЕРГАЧІВСЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ","62303, Харківська обл., Дергачівський район, місто Дергачі, ВУЛИЦЯ ПЕТРОВСЬКОГО, будинок 9",+380576330247
40191205,"ТОВ ""ТРК ""СВІТЛО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""СВІТЛО""","61001, Харківська обл., місто Харків, Комінтернівський район, ВУЛИЦЯ ДЕРЖАВІНСЬКА, будинок 2, квартира 252",+380503611729
34172855,"ПП ""МЕДІА - ЗМІЇВ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДІА - ЗМІЇВ""","63404, Харківська обл., Зміївський район, місто Зміїв, ВУЛ. ГАГАРІНА, будинок 15",
30773636,ПП ВИД,"ПРИВАТНЕ ПІДПРИЄМСТВО ""ВИД""","63304, Харківська обл., Красноградський район, місто Красноград, 3-Й МІКРОРАЙОН, будинок 14",
34016872,"ТОВ ""ТЕЛЕКОМПАНІЯ ""АТН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОМПАНІЯ ""АТН""","61057, Харківська обл., місто Харків, Київський район, ПРОВУЛОК ТЕАТРАЛЬНИЙ, будинок 4",+380577194133
31369089,"РАДІОКОМПАНІЯ ""ДВОРІЧАНЩИНИ""","РАДІОКОМПАНІЯ ДВОРІЧАНЩИНИ ""ПРИОСКІЛЛЯ""","62702, Харківська обл., Дворічанський район, селище міського типу Дворічна, ВУЛИЦЯ СЛОБОЖАНСЬКА, будинок 8",
31644300,"ТОВ ""ТРК ""РАДІО-АРТІЛЬ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""РАДІО-АРТІЛЬ""","61001, Харківська обл., місто Харків, ОсноВ'Янський район, МАЙДАН ЗАХИСНИКІВ УКРАЇНИ, будинок 7/8,  ПОВЕРХ 15, офіс 26",+380577520137
35073905,"ТОВ ""ІНТЕРКОМ-ІНВЕСТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНТЕРКОМ-ІНВЕСТ""","61018, Харківська обл., місто Харків, Дзержинський район, ВУЛИЦЯ ДЕРЕВ'ЯНКА, будинок 1-А",+380577202039
30193080,ЧУГУЇВСЬКА РК,ЧУГУЇВСЬКА РАДІОКОМПАНІЯ ,"63503, Харківська обл., місто Чугуїв, ВУЛИЦЯ ЛЕОНОВА, будинок 4-А",
21217525,,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""SIMON""","61103, Харківська обл., місто Харків, Дзержинський район, ВУЛИЦЯ ДЕРЕВ'ЯНКА, будинок 1-А",+380577140950
23008659,"ТОВ ""ТЕЛЕКОМПАНІЯ ""ТОНІС-ІЗЮМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОМПАНІЯ ""ТОНІС-ІЗЮМ""","64300, Харківська обл., місто Ізюм, ВУЛИЦЯ  ГОГОЛЯ, будинок 15",+380574321207
21235948,"ВМП""ГОРИЗОНТ""","ВИРОБНИЧЕ МАЛЕ ПІДПРИЄМСТВО""ГОРИЗОНТ""","64107, Харківська обл., місто Первомайський, ВУЛИЦЯ ГАГАРІНА, будинок 16",
31165468,"ІРК ""РАДІО-ІЗЮМ""","ІЗЮМСЬКА РАДІОКОМПАНІЯ ""РАДІО-ІЗЮМ""","64300, Харківська обл., місто Ізюм, ПЛОЩА ЦЕНТРАЛЬНА, будинок 1",
24648763,"ТОВ ТРК ""АРТА ПЛЮС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""АРТА ПЛЮС""","64309, Харківська обл., місто Ізюм, ВУЛИЦЯ СОБОРНА, будинок 56-А",+380623040462
31834427,"КП БРР ""ТЕЛЕРАДІОКОМПАНІЯ ""ОРІАНА""","КОМУНАЛЬНЕ ПІДПРИЄМСТВО БАЛАКЛІЙСЬКОЇ РАЙОННОЇ РАДИ ""ТЕЛЕРАДІОКОМПАНІЯ ""ОРІАНА""","64200, Харківська обл., Балаклійський район, місто Балаклія, ВУЛ. ЖОВТНЕВА, будинок 14",
02476646,"ТОВ РІА ""ВІСНИК КУП'ЯНЩИНИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ РЕКЛАМНО-ІНФОРМАЦІЙНЕ АГЕНТСТВО ""ВІСНИК КУП'ЯНЩИНИ""","63701, Харківська обл., місто Куп'янськ, ВУЛИЦЯ 1 ТРАВНЯ, будинок 6, кімната 418",+380444251827
38112281,"ТОВ ""ЧКС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЧКС""","63503, Харківська обл., місто Чугуїв, ПЛОЩА СОБОРНА, будинок 1",+380504014237
31802023,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЕЛІТОН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЕЛІТОН""","62370, Харківська обл., Дергачівський район, селище міського типу Солоницівка, ВУЛИЦЯ ПУШКІНА, будинок 12",+380577837810
41396700,"ТОВ ""ЗМІЇВ - МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЗМІЇВ - МЕДІА""","63404, Харківська обл., Зміївський район, місто Зміїв, ВУЛИЦЯ ГАГАРІНА, будинок 15",+380574732093
34237021,"ТРК "" ЦЕНТР""","ТЕЛЕРАДІОКОМПАНІЯ КРАСНОГРАДЩИНИ ""ЦЕНТР""","63304, Харківська обл., Красноградський район, місто Красноград, ВУЛИЦЯ СОБОРНА, будинок 58А",
37292169,"ТОВ ""ТЕРРА-МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕРРА-МЕДІА""","64604, Харківська обл., місто Лозова, МІКРОРАЙОН 9, будинок 3/1",+380501999235
30955034,"КУ ""ВОВЧАНСЬКЕ РАЙОННЕ РАДІОМОВЛЕННЯ""","КОМУНАЛЬНА УСТАНОВА ""РЕДАКЦІЯ ВОВЧАНСЬКОГО РАЙОННОГО РАДІОМОВЛЕННЯ","62504, Харківська обл., Вовчанський район, місто Вовчанськ, ВУЛИЦЯ СОБОРНА, будинок 73",
30136504,"ТРК ""ЛОЗОВА""","ТЕЛЕРАДІОКОМПАНІЯ ""ЛОЗОВА""","64602, Харківська обл., місто Лозова, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 1",
40251384,"ТОВ ""ТРК ПРОСТОР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК ПРОСТОР""","63734, Харківська обл., місто Куп'янськ, селище міського типу Ківшарівка, будинок 3-В",+380505714828
22722874,"АТ ""ТРК ""ПРАВО А/ТВК""","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""ПРАВО А/ТВК""","61002, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 3",
32870665,"ПП ТК ""ГРАН""","ПРИВАТНЕ ПІДПРИЄМСТВО ТЕЛЕВІЗІЙНА КОМПАНІЯ ""ГРАН""","61166, Харківська обл., місто Харків, Дзержинський район, ВУЛИЦЯ НОВГОРОДСЬКА, будинок 3",
38605231,"ТОВ ""СУМА ТЕХНОЛОГІЙ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМУНІКАЦІЙНЕ АГЕНТСТВО ""СУМА ТЕХНОЛОГІЙ""","61001, Харківська обл., місто Харків, ОсноВ'Янський район, МАЙДАН ЗАХИСНИКІВ УКРАЇНИ, будинок 7/8,  ПОВЕРХ 15",+380935205944
39998956,"ТОВ ""ТРК ""СЛОБОЖАНСЬКЕ ФМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК ""СЛОБОЖАНСЬКЕ ФМ""","61022, Харківська обл., місто Харків, Дзержинський район, ВУЛИЦЯ СУМСЬКА, будинок 49",
35462932,"ТОВ ТРК ""ВЕБ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""ВЕБ""","64602, Харківська обл., місто Лозова, ВУЛИЦЯ ЖОВТНЕВА, будинок 6, квартира 25",+380933266262
30290652,"ТОВ""РАДІО ""НОВА ХВИЛЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РАДІО""НОВА ХВИЛЯ""","61001, Харківська обл., місто Харків, Червонозаводський район, МАЙДАН ЗАХИСНИКІВ УКРАЇНИ, будинок 7/8,  ПОВЕРХ 15",
23004897,,"ПРИВАТНЕ ПІДПРИЄМСТВО ТЕЛЕРАДІОКОМПАНІЯ ""ЗМІЇВ ТБ""","63404, Харківська обл., Зміївський район, місто Зміїв, ВУЛИЦЯ АДМІНІСТРАТИВНА, будинок 10 - Б",
30193431,"ТОВ ""КВОРУМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КВОРУМ""","64250, Харківська обл., Балаклійський район, селище міського типу Донець, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 40, кімната 27",+38080574992364
30773201,"ПФ ""ТК СКТ ""ЛІДЕР - 2000""","ПРИВАТНА ФІРМА ""ТЕЛЕВІЗІЙНА КОМПАНІЯ СТУДІЯ КАБЕЛЬНОГО ТЕЛЕБАЧЕННЯ ""ЛІДЕР - 2000""","64200, Харківська обл., Балаклійський район, місто Балаклія, ВУЛИЦЯ ЖОВТНЕВА, будинок 16/21",
33414190,"ТРК ""ПРОФІТ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""ПРОФІТ""","61058, Харківська обл., місто Харків, Дзержинський район, ВУЛИЦЯ ДАНИЛЕВСЬКОГО, будинок 14",
30988520,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""РАДІО 50""","61001, Харківська обл., місто Харків, Червонозаводський район, ПРОСПЕКТ ГАГАРІНА, будинок 1",+380577149504
30193060,"ТРК""СЛОБОЖАНКА""","ТЕЛЕРАДІОКОМПАНІЯ ЧУГУЇВЩИНИ ""СЛОБОЖАНКА""","63503, Харківська обл., місто Чугуїв, ВУЛИЦЯ ГАГАРІНА, будинок 12",
22667041,"ТОВ ""ТРК ""СІГМА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""СІГМА""","64604, Харківська обл., місто Лозова, МІКРОРАЙОН 9, будинок 3/1",80574525049;0503433448
35885014,"ТОВ ""МЕДІАКОМ"" ","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІА КОМАНДЕР ГРУП""","99011, м.Севастополь, Ленінський район, ВУЛ. МАЯКОВСЬКОГО, будинок 8",+380692537719
25464812,,ЛОЗІВСЬКА РАДІОКОМПАНІЯ,"64602, Харківська обл., місто Лозова, ВУЛИЦЯ ЛОЗОВСЬКОГО , будинок 10-А",
25863914,"КПР""ВІСТІ ПЕРВОМАЙЩИНМ""","РАДІОСТУДІЯ""ВІСТІ ПЕРВОМАЙЩИНИ""","64107, Харківська обл., місто Первомайський, ВУЛИЦЯ БУГАЙЧЕНКО, будинок 36",
41605577,"ТОВ ""УКРАЇНА ІНФОРМ"" ","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНА ІНФОРМ""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 102",+380930020808
32850083,"ТОВ ""ПОВЕРХНОСТЬ СПОРТ-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОВЕРХНОСТЬ СПОРТ-ТВ""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ ХРЕЩАТИК, будинок 48Б",+3802354257
39735541,"ТОВ ""СОНАР МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СОНАР МЕДІА""","49098, Дніпропетровська обл., місто Дніпро, Амур-Нижньодніпровський район, ВУЛИЦЯ БІЛОСТОЦЬКОГО, будинок 36, квартира 73",+380504818900
37559305,"ТОВ ""ТРК""ПРАВО ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК""ПРАВО ТВ""","01004, м.Київ, Голосіївський район, ВУЛИЦЯ ГОРЬКОГО, будинок 7-В",+380442799751
37084772,"ГО ""ДТТО ""МІНІ ТV""","ГРОМАДСЬКА ОРГАНІЗАЦІЯ "" ДИТЯЧЕ ТЕЛЕВІЗІЙНЕ ТВОРЧЕ ОБ'ЄДНАННЯ "" МІНІ ТV ""","21003, Вінницька обл., місто Вінниця, Староміський район, ВУЛИЦЯ 1905 РОКУ, будинок 10, квартира 1",
39024267,"ТОВ ""ТРК ""СВОЄ РАДІО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК ""СВОЄ РАДІО""","03115, м.Київ, Святошинський район, ВУЛИЦЯ ЧОРНОБИЛЬСЬКА, будинок 12 А, квартира 63",+380442308536
41820117,"ГО ""ЕМІГРАНТСЬКЕ РАДІО""","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЕМІГРАНТСЬКЕ РАДІО""","02099, м.Київ, Дарницький район, ВУЛИЦЯ РОСІЙСЬКА, будинок 64, квартира 116",
32801303,"ПП ТРІА ""РЕГІОН-ІНФОРМ УКРАЇНА""","ПРИВАТНЕ ПІДПРИЄМСТВО - ТЕЛЕРАДІОІНФОРМАЦІЙНА АГЕНЦІЯ ""РЕГІОН-ІНФОРМ УКРАЇНА""","79020, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ Ю.ЛИПИ, будинок 45, квартира 41",
33813435,"ТОВ""ТВ-21 СУМИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТВ-21 СУМИ""","40030, Сумська обл., місто Суми, Ковпаківський район, ВУЛИЦЯ ПУШКІНА, будинок 20, квартира 51",+380542221101
31547708,"ТОВ""ТВ-21""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТВ-21""","40034, Сумська обл., місто Суми, Зарічний район, ПРОСПЕКТ М.ЛУШПИ, будинок 42, квартира 91",+38021086680542
24518999,"ТОВ ""СІЧ-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЧ-ТВ""","69002, Запорізька обл., місто Запоріжжя, Олександрівський район, ВУЛИЦЯ ЖУКОВСЬКОГО, будинок 68-А",+380617644309
40751006,"ТОВ ""ІНФОРМАЦІЙНЕ АГЕНТСТВО УНТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКЕ НАРОДНЕ ТЕЛЕБАЧЕННЯ - ІНФОРМАЦІЙНЕ  АГЕНТСТВО УНТ""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 120",+380930020808
33551564,"ТОВ ""РТГ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РЕКЛАМНА ТЕЛЕВІЗІЙНА ГРУПА""","01135, м.Київ, Шевченківський район, ПРОСПЕКТ ПЕРЕМОГИ, будинок 16",+380442907003
34687614,"ТОВ ""ТРК ""Ц""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""Ц""","10003, Житомирська обл., місто Житомир, Богунський район, ВУЛ. КОРОЛЕНКА, будинок 8, квартира 34",+380470027
33694704,"ТОВ ""КОНСТРАКШИН КОМПАНІ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОНСТРАКШИН КОМПАНІ""","90551, Закарпатська обл., Тячівський район, село Руське Поле, ВУЛИЦЯ  ГОЛОВНА, будинок 47",+380661713648
